model,row,status,assertions_passed,assertions_total,pass_rate,error_message,assertion_details
anthropic/claude-haiku-4-5@20251001,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
deepseek-ai/deepseek-v3.2,4,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; PASS: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemini-2.0-flash,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-2.0-flash,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemini-2.0-flash,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemini-2.0-flash,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemini-2.0-flash,4,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; PASS: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemini-2.0-flash-lite,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-2.0-flash-lite,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemini-2.0-flash-lite,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemini-2.0-flash-lite,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemini-2.0-flash-lite,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemini-2.5-flash,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-2.5-flash,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemini-2.5-flash,2,SUCCESS,3,5,0.6,,FAIL: Response correctly identifies Team A as experiencing a blocker on Tuesday.; FAIL: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemini-2.5-flash,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemini-2.5-flash,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemini-2.5-pro,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-2.5-pro,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemini-2.5-pro,2,SUCCESS,4,5,0.8,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; FAIL: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemini-2.5-pro,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemini-2.5-pro,4,SUCCESS,3,5,0.6,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; FAIL: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; FAIL: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
google/gemini-3-flash-preview,0,SUCCESS,5,5,1.0,,PASS: Response correctly identifies 2 errors on Server A.; PASS: Response correctly identifies 2 errors on Server B.; PASS: Response identifies 'Timeout on database connection' as appearing on both servers.; PASS: Response does not confuse errors between the two servers.; PASS: Response addresses both streams without omitting either.
google/gemini-3-flash-preview,1,SUCCESS,5,5,1.0,,"PASS: Response correctly identifies GOOG and MSFT as appearing in both portfolios.; PASS: Response correctly identifies Portfolio A realized profit on AAPL (bought at $178, sold at $185).; PASS: Response correctly identifies Portfolio B realized profit on TSLA (bought at $245, sold at $261).; PASS: Response correctly identifies Portfolio B realized profit on NVDA sold position.; PASS: Response does not conflate trades between the two portfolios."
google/gemini-3-flash-preview,2,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Team A as experiencing a blocker on Tuesday.; PASS: Response correctly identifies the blocker as missing API credentials.; PASS: Response correctly identifies Friday as the day Team B began depending on Team A's API.; PASS: Response does not attribute Team B's progress as blocked.; PASS: Response addresses both team streams without omitting either.
google/gemini-3-flash-preview,3,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Student B as scoring higher on the midterm (85 vs 74).; PASS: Response correctly calculates Student A's average assignment score as approximately 88.3 (265/3).; PASS: Response correctly calculates Student B's average assignment score as approximately 87.7 (263/3).; PASS: Response correctly identifies Student A as having the higher average assignment score.; PASS: Response does not conflate exam scores with assignment scores or mix up the two students.
google/gemini-3-flash-preview,4,SUCCESS,5,5,1.0,,PASS: Response correctly identifies Factory A as having higher total output (1250 units vs 1235 units).; PASS: Response correctly identifies Factory A as having more total defects (11 vs 8).; PASS: Response correctly attributes the equipment calibration halt to Factory A on Tuesday.; PASS: Response correctly attributes the supply delay halt to Factory B on Wednesday.; PASS: Response does not conflate the two factories' halt causes or production figures.
